Date,CampaignID,DailySpend,DailyImpressions,DailyClicks,DailyConversions,DailyRevenue
2024-11-22,CAM000211,2404.13,55532,1473,66,7464.24
2024-11-23,CAM000211,1974.37,45605,1210,69,6129.94
2024-11-24,CAM000211,2542.77,58735,1558,69,7894.69
2024-11-25,CAM000211,1704.25,39366,1044,62,5291.28
2024-11-26,CAM000211,2507.34,57917,1536,75,7784.7
2024-11-27,CAM000211,3185.19,73574,1952,78,9889.25
2024-11-28,CAM000211,1622.68,37482,994,43,5038.03
2024-11-29,CAM000211,2181.62,50393,1337,70,6773.4
2024-11-30,CAM000211,2307.69,53305,1414,75,7164.82
2024-12-01,CAM000211,2049.44,47340,1256,83,6363.03
2024-12-02,CAM000211,2354.04,54376,1442,90,7308.75
2024-12-03,CAM000211,2562.83,59198,1570,86,7956.96
2024-12-04,CAM000211,2681.88,61948,1643,89,8326.6
2024-09-23,CAM009708,2632.82,29128,924,60,7458.21
2024-09-24,CAM009708,2408.05,26641,845,48,6821.47
2024-09-25,CAM009708,2274.06,25159,798,53,6441.9
2024-09-26,CAM009708,2022.3,22373,709,50,5728.72
2024-09-27,CAM009708,2296.72,25409,806,30,6506.09
2024-09-28,CAM009708,2612.85,28907,917,40,7401.64
2024-09-29,CAM009708,3013.05,33335,1057,46,8535.29
2024-09-30,CAM009708,2117.58,23428,743,25,5998.65
2024-10-01,CAM009708,2220.74,24569,779,23,6290.87
2024-10-02,CAM009708,1770.96,19593,621,36,5016.74
2024-10-03,CAM009708,2844.71,31472,998,54,8058.44
2024-10-04,CAM009708,2003.52,22166,703,34,5675.54
2024-10-05,CAM009708,2672.17,29563,938,37,7569.68
2024-10-06,CAM009708,3612.11,39962,1268,75,10232.31
2024-10-07,CAM009708,2325.91,25732,816,41,6588.78
2024-10-08,CAM009708,2534.46,28040,889,29,7179.55
2024-10-09,CAM009708,2313.74,25598,812,35,6554.32
2024-10-10,CAM009708,1989.69,22013,698,32,5636.35
2024-10-11,CAM009708,3482.81,38532,1222,69,9866.03
2024-10-12,CAM009708,2385.42,26391,837,46,6757.38
2024-10-13,CAM009708,3537.72,39139,1242,74,10021.59
2024-10-14,CAM009708,2460.17,27218,863,37,6969.1
2024-10-15,CAM009708,2795.32,30926,981,53,7918.53
2024-10-16,CAM009708,2907.64,32168,1020,57,8236.7
2024-10-17,CAM009708,2998.8,33177,1052,47,8494.94
2024-10-18,CAM009708,3163.82,35003,1110,57,8962.41
2024-10-19,CAM009708,4049.79,44805,1421,61,11472.16
2024-10-20,CAM009708,3784.09,41865,1328,69,10719.49
2024-10-21,CAM009708,2134.04,23610,749,33,6045.27
2024-10-22,CAM009708,2280.13,25226,800,43,6459.11
2024-10-23,CAM009708,2698.97,29860,947,42,7645.58
2024-10-24,CAM009708,2419.19,26764,849,65,6853.02
2024-10-25,CAM009708,3434.29,37995,1205,65,9728.59
2024-10-26,CAM009708,2694.5,29810,945,48,7632.93
2024-10-27,CAM009708,3023.2,33447,1061,43,8564.06
2024-10-28,CAM009708,2309.03,25546,810,29,6540.97
2024-10-29,CAM009708,2633.06,29131,924,52,7458.88
2024-10-30,CAM009708,2207.07,24418,774,53,6252.14
2024-10-31,CAM009708,1902.46,21048,667,24,5389.26
2024-11-01,CAM009708,2784.77,30809,977,60,7888.63
2024-11-02,CAM009708,4101.57,45377,1439,65,11618.84
2024-11-03,CAM009708,3633.95,40204,1275,63,10294.18
2024-11-04,CAM009708,2572.17,28457,903,53,7286.38
2024-11-05,CAM009708,3033.57,33562,1065,38,8593.42
2024-11-06,CAM009708,3577.21,39576,1255,82,10133.44
2024-11-07,CAM009708,2349.4,25992,824,44,6655.34
2024-11-08,CAM009708,2939.03,32516,1031,54,8325.63
2024-11-09,CAM009708,2623.54,29025,921,40,7431.9
2024-11-10,CAM009708,2913.85,32237,1022,64,8254.28
2024-11-11,CAM009708,2968.31,32840,1042,48,8408.58
2024-11-12,CAM009708,3106.86,34372,1090,30,8801.06
2024-11-13,CAM009708,3350.22,37065,1176,41,9490.44
2024-11-14,CAM009708,2476.35,27397,869,34,7014.95
2024-11-15,CAM009708,2055.13,22737,721,45,5821.72
2024-11-16,CAM009708,2667.24,29509,936,50,7555.7
2024-11-17,CAM009708,2901.42,32100,1018,55,8219.08
2024-11-18,CAM009708,2703.75,29913,949,36,7659.12
2024-11-19,CAM009708,3249.59,35952,1140,51,9205.36
2024-11-20,CAM009708,1950.25,21576,684,31,5524.63
2024-11-21,CAM009708,3594.58,39768,1261,74,10182.64
2025-05-13,CAM008321,478.72,17121,339,15,1394.57
2025-05-14,CAM008321,481.32,17214,341,25,1402.12
2025-05-15,CAM008321,554.04,19815,393,21,1613.98
2025-05-16,CAM008321,630.75,22559,447,23,1837.43
2025-05-17,CAM008321,536.12,19174,380,18,1561.76
2025-05-18,CAM008321,556.6,19906,395,19,1621.42
2025-05-19,CAM008321,593.7,21234,421,21,1729.51
2025-05-20,CAM008321,594.3,21255,421,20,1731.25
2025-05-21,CAM008321,521.43,18649,370,12,1518.98
2025-05-22,CAM008321,616.54,22050,437,23,1796.03
2025-05-23,CAM008321,626.69,22413,444,12,1825.61
2025-05-24,CAM008321,857.35,30663,608,29,2497.52
2025-05-25,CAM008321,704.72,25204,500,20,2052.91
2025-05-26,CAM008321,580.22,20751,411,16,1690.24
2025-05-27,CAM008321,453.1,16205,321,23,1319.9
2025-05-28,CAM008321,494.09,17671,350,18,1439.33
2025-05-29,CAM008321,610.86,21847,433,23,1779.49
2025-05-30,CAM008321,528.97,18918,375,20,1540.95
2025-05-31,CAM008321,913.1,32657,648,32,2659.95
2025-06-01,CAM008321,570.17,20392,404,24,1660.94
2025-06-02,CAM008321,621.11,22214,440,27,1809.33
2025-06-03,CAM008321,565.74,20234,401,15,1648.06
2025-06-04,CAM008321,690.27,24687,490,19,2010.82
2025-06-05,CAM008321,528.97,18918,375,16,1540.92
2025-06-06,CAM008321,491.55,17580,348,18,1431.93
2025-06-07,CAM008321,584.05,20888,414,22,1701.37
2025-06-08,CAM008321,756.31,27049,536,29,2203.19
2025-06-09,CAM008321,474.17,16958,336,20,1381.3
2025-06-10,CAM008321,631.62,22590,448,17,1839.97
2025-06-11,CAM008321,561.09,20067,398,22,1634.5
2025-06-12,CAM008321,469.13,16778,333,21,1366.62
2025-06-13,CAM008321,483.18,17281,343,17,1407.54
2025-06-14,CAM008321,529.06,18921,375,18,1541.18
2025-06-15,CAM008321,439.86,15731,312,11,1281.34
2025-06-16,CAM008321,684.92,24496,486,20,1995.22
2025-06-17,CAM008321,408.35,14604,289,9,1189.55
2025-06-18,CAM008321,438.17,15671,311,11,1276.42
2025-06-19,CAM008321,691.46,24730,490,29,2014.27
2025-06-20,CAM008321,433.88,15517,308,24,1263.93
2025-06-21,CAM008321,666.51,23838,473,22,1941.61
2025-06-22,CAM008321,332.23,11882,235,18,967.81
2025-06-23,CAM008321,377.09,13486,267,9,1098.49
2025-06-24,CAM008321,610.89,21848,433,35,1779.56
2025-06-25,CAM008321,656.72,23487,466,26,1913.07
2025-06-26,CAM008321,560.79,20056,398,23,1633.63
2025-01-26,CAM002096,1577.28,17553,611,32,4942.5
2025-01-27,CAM002096,1257.9,13999,487,24,3941.72
2025-01-28,CAM002096,1059.52,11791,410,19,3320.06
2025-01-29,CAM002096,878.11,9772,340,16,2751.61
2025-01-30,CAM002096,1010.95,11250,391,15,3167.86
2025-01-31,CAM002096,1277.09,14212,494,32,4001.84
2025-02-01,CAM002096,1664.56,18525,645,23,5215.99
2025-02-02,CAM002096,1136.52,12648,440,26,3561.35
2025-02-03,CAM002096,1034.67,11515,400,19,3242.22
2025-02-04,CAM002096,1405.78,15645,544,22,4405.11
2025-02-05,CAM002096,1286.16,14313,498,19,4030.26
2025-02-06,CAM002096,1116.63,12427,432,23,3499.01
2025-02-07,CAM002096,915.75,10191,354,19,2869.55
2025-02-08,CAM002096,1379.84,15356,534,29,4323.81
2025-02-09,CAM002096,1448.72,16122,561,36,4539.64
2025-02-10,CAM002096,1291.27,14370,500,22,4046.29
2025-02-11,CAM002096,1290.52,14362,500,27,4043.92
2025-02-12,CAM002096,1271.7,14152,492,24,3984.96
2025-02-13,CAM002096,1094.38,12179,424,18,3429.3
2025-02-14,CAM002096,951.29,10587,368,26,2980.92
2025-02-15,CAM002096,1080.17,12021,418,18,3384.79
2025-02-16,CAM002096,1199.87,13353,464,27,3759.87
2025-02-17,CAM002096,1187.2,13212,460,29,3720.15
2025-02-18,CAM002096,1100.63,12249,426,22,3448.9
2025-02-19,CAM002096,1065.58,11858,412,31,3339.05
2025-02-20,CAM002096,993.09,11052,384,20,3111.9
2025-02-21,CAM002096,1429.52,15909,553,30,4479.49
2025-02-22,CAM002096,1334.87,14855,517,25,4182.91
2025-02-23,CAM002096,1397.46,15552,541,26,4379.03
2025-02-24,CAM002096,1527.08,16995,591,45,4785.21
2025-02-25,CAM002096,1126.47,12536,436,16,3529.85
2025-02-26,CAM002096,1237.3,13769,479,40,3877.14
2025-02-27,CAM002096,1072.35,11934,415,28,3360.26
2025-02-28,CAM002096,1761.43,19603,682,30,5519.54
2025-03-01,CAM002096,1602.84,17838,621,43,5022.61
2025-03-02,CAM002096,1325.99,14757,513,24,4155.06
2025-03-03,CAM002096,1157.59,12882,448,18,3627.37
2025-03-04,CAM002096,1142.04,12709,442,17,3578.66
2025-03-05,CAM002096,1309.3,14571,507,21,4102.76
2025-03-06,CAM002096,1362.65,15165,528,19,4269.94
2025-03-07,CAM002096,1389.37,15462,538,31,4353.67
2025-03-08,CAM002096,960.06,10684,372,20,3008.39
2025-03-09,CAM002096,1828.54,20349,708,27,5729.84
2025-03-10,CAM002096,1817.0,20221,704,38,5693.68
2025-03-11,CAM002096,1129.38,12569,437,21,3538.99
2025-03-12,CAM002096,1454.03,16182,563,28,4556.29
2025-03-13,CAM002096,1448.35,16118,561,23,4538.49
2025-03-14,CAM002096,1345.2,14970,521,19,4215.28
2025-03-15,CAM002096,1398.97,15569,542,22,4383.77
2025-03-16,CAM002096,1234.76,13741,478,30,3869.2
2025-03-17,CAM002096,1617.59,18002,626,35,5068.8
2025-03-18,CAM002096,1045.2,11632,405,19,3275.2
2025-03-19,CAM002096,1657.47,18446,642,33,5193.78
2025-03-20,CAM002096,2067.91,23013,801,43,6479.92
2025-03-21,CAM002096,1351.32,15038,523,24,4234.45
2025-03-22,CAM002096,1469.16,16350,569,27,4603.7
2025-03-23,CAM002096,1648.07,18341,638,38,5164.33
2025-03-24,CAM002096,1111.24,12367,430,16,3482.13
2025-03-25,CAM002096,900.71,10024,349,19,2822.44
2025-03-26,CAM002096,1042.89,11606,404,13,3267.97
2026-08-01,CAM001800,16465.05,237372,7105,584,50462.93
2026-08-02,CAM001800,15215.43,219357,6566,388,46633.03
2026-08-03,CAM001800,14077.53,202952,6075,297,43145.54
2026-08-04,CAM001800,16643.65,239947,7182,338,51010.34
2026-08-05,CAM001800,14609.8,210626,6305,336,44776.87
2026-08-06,CAM001800,12116.83,174685,5229,318,37136.3
2026-08-07,CAM001800,13372.79,192792,5771,248,40985.62
2026-08-08,CAM001800,16959.46,244500,7319,305,51978.25
2026-08-09,CAM001800,15320.02,220865,6611,329,46953.59
2026-08-10,CAM001800,17208.32,248088,7426,408,52740.95
2026-08-11,CAM001800,13779.86,198661,5946,350,42233.25
2026-08-12,CAM001800,18288.19,263656,7892,441,56050.59
2026-08-13,CAM001800,13877.71,200071,5989,230,42533.15
2026-08-14,CAM001800,11191.91,161351,4830,227,34301.55
2026-08-15,CAM001800,13485.59,194418,5819,280,41331.33
2026-08-16,CAM001800,15407.49,222126,6649,369,47221.69
2026-08-17,CAM001800,13655.11,196862,5893,324,41850.9
2026-08-18,CAM001800,14028.75,202249,6054,203,42996.04
2026-08-19,CAM001800,11477.02,165461,4953,240,35175.37
2026-08-20,CAM001800,10872.91,156752,4692,264,33323.88
2026-08-21,CAM001800,18809.54,271172,8117,517,57648.45
2026-08-22,CAM001800,14597.28,210445,6299,424,44738.51
2026-08-23,CAM001800,15693.67,226251,6772,316,48098.78
2026-08-24,CAM001800,12250.09,176606,5286,248,37544.71
2026-08-25,CAM001800,12814.51,184743,5530,286,39274.59
2026-08-26,CAM001800,14300.99,206173,6171,308,43830.41
2026-08-27,CAM001800,15113.7,217890,6522,413,46321.25
2026-08-28,CAM001800,16745.42,241414,7226,268,51322.23
2026-08-29,CAM001800,9140.73,131779,3944,237,28014.97
2026-08-30,CAM001800,11590.06,167091,5001,239,35521.84
2025-04-20,CAM001811,2072.24,41263,1014,35,6279.18
2025-04-21,CAM001811,2652.85,52824,1298,75,8038.51
2025-04-22,CAM001811,2121.32,42240,1038,30,6427.91
2025-04-23,CAM001811,2134.2,42497,1044,56,6466.94
2025-04-24,CAM001811,1771.03,35265,866,44,5366.46
2025-04-25,CAM001811,2373.3,47258,1161,65,7191.43
2025-04-26,CAM001811,2682.02,53405,1312,53,8126.89
2025-04-27,CAM001811,3326.66,66241,1628,78,10080.23
2025-04-28,CAM001811,2367.61,47144,1158,48,7174.2
2025-04-29,CAM001811,2178.61,43381,1066,44,6601.49
2025-04-30,CAM001811,2299.64,45791,1125,79,6968.24
2025-05-01,CAM001811,1809.34,36028,885,32,5482.56
2025-05-02,CAM001811,3194.97,63619,1563,74,9681.2
2025-05-03,CAM001811,2290.66,45612,1121,69,6941.01
2025-05-04,CAM001811,2319.91,46195,1135,81,7029.66
2025-05-05,CAM001811,2726.25,54286,1334,60,8260.93
2025-05-06,CAM001811,3664.91,72977,1793,79,11105.2
2025-05-07,CAM001811,2761.47,54987,1351,71,8367.63
2025-05-08,CAM001811,3088.52,61499,1511,103,9358.64
2025-05-09,CAM001811,2395.86,47707,1172,50,7259.8
2025-05-10,CAM001811,2870.96,57167,1405,61,8699.42
2025-05-11,CAM001811,3917.02,77997,1917,98,11869.11
2025-05-12,CAM001811,2212.84,44063,1082,56,6705.23
2025-05-13,CAM001811,1818.33,36207,889,36,5509.79
2025-05-14,CAM001811,3026.56,60266,1481,64,9170.89
2025-05-15,CAM001811,1930.85,38447,944,52,5850.75
2025-05-16,CAM001811,3017.67,60089,1476,85,9143.95
2025-05-17,CAM001811,3195.88,63637,1564,67,9683.96
2025-05-18,CAM001811,1970.51,39237,964,65,5970.91
2025-05-19,CAM001811,2231.8,44440,1092,51,6762.66
2025-05-20,CAM001811,3104.9,61826,1519,84,9408.28
2025-05-21,CAM001811,2607.84,51928,1276,98,7902.11
2025-05-22,CAM001811,2093.09,41678,1024,61,6342.34
2025-05-23,CAM001811,2407.88,47946,1178,62,7296.2
2025-05-24,CAM001811,3554.97,70788,1739,96,10772.06
2025-05-25,CAM001811,2916.29,58070,1427,88,8836.77
2025-05-26,CAM001811,2213.01,44066,1083,45,6705.72
2025-05-27,CAM001811,1931.66,38464,945,31,5853.21
2025-05-28,CAM001811,3591.55,71516,1757,70,10882.9
2025-05-29,CAM001811,2277.53,45351,1114,52,6901.24
2025-05-30,CAM001811,2531.53,50408,1238,72,7670.89
2025-05-31,CAM001811,3110.39,61935,1522,67,9424.91
2025-06-01,CAM001811,2456.58,48916,1202,63,7443.78
2025-06-02,CAM001811,2197.12,43749,1075,74,6657.57
2025-06-03,CAM001811,2547.41,50725,1246,72,7719.02
2025-07-30,CAM003011,1194.97,36798,433,27,3669.44
2025-07-31,CAM003011,1085.18,33417,393,15,3332.32
2025-08-01,CAM003011,1169.49,36014,423,18,3591.22
2025-08-02,CAM003011,1068.46,32902,387,21,3280.97
2025-08-03,CAM003011,1521.35,46849,551,27,4671.69
2025-08-04,CAM003011,1148.44,35365,416,29,3526.55
2025-08-05,CAM003011,1132.9,34887,410,34,3478.86
2025-08-06,CAM003011,1208.93,37228,438,15,3712.32
2025-08-07,CAM003011,1255.21,38653,455,24,3854.43
2025-08-08,CAM003011,1397.36,43031,506,28,4290.93
2025-08-09,CAM003011,1155.18,35573,418,16,3547.25
2025-08-10,CAM003011,1138.99,35074,412,17,3497.54
2025-08-11,CAM003011,961.3,29602,348,19,2951.9
2025-08-12,CAM003011,1507.74,46430,546,29,4629.9
2025-08-13,CAM003011,849.98,26174,308,16,2610.07
2025-08-14,CAM003011,1371.58,42237,497,21,4211.76
2025-08-15,CAM003011,1051.09,32367,381,19,3227.64
2025-08-16,CAM003011,1015.08,31258,368,20,3117.04
2025-08-17,CAM003011,1159.23,35697,420,22,3559.69
2025-08-18,CAM003011,904.06,27839,327,14,2776.12
2025-08-19,CAM003011,1247.46,38415,452,20,3830.63
2025-08-20,CAM003011,1525.05,46963,552,25,4683.04
2025-08-21,CAM003011,1129.27,34775,409,24,3467.7
2025-08-22,CAM003011,812.99,25035,294,10,2496.48
2025-08-23,CAM003011,875.3,26954,317,20,2687.83
2025-08-24,CAM003011,1063.51,32750,385,32,3265.76
2025-08-25,CAM003011,964.43,29699,349,18,2961.52
2025-08-26,CAM003011,1469.7,45258,532,39,4513.06
2025-08-27,CAM003011,1630.58,50212,591,37,5007.09
2025-08-28,CAM003011,1325.04,40804,480,27,4068.87
2025-09-02,CAM005211,1538.88,23284,410,18,5337.31
2025-09-03,CAM005211,1118.22,16919,298,14,3878.35
2025-09-04,CAM005211,1272.96,19261,339,15,4415.02
2025-09-05,CAM005211,1513.85,22906,403,24,5250.52
2025-09-06,CAM005211,1474.58,22311,393,26,5114.3
2025-09-07,CAM005211,1152.98,17445,307,14,3998.91
2025-09-08,CAM005211,1141.13,17266,304,10,3957.79
2025-09-09,CAM005211,1295.43,19601,345,16,4492.97
2025-09-10,CAM005211,1782.59,26972,475,26,6182.6
2025-09-11,CAM005211,1073.09,16237,286,20,3721.82
2025-09-12,CAM005211,1681.33,25440,448,25,5831.4
2025-09-13,CAM005211,1384.58,20950,369,15,4802.15
2025-09-14,CAM005211,1344.8,20348,358,22,4664.21
2025-09-15,CAM005211,1919.95,29050,511,34,6658.98
2025-09-16,CAM005211,1194.36,18071,318,12,4142.42
2025-09-17,CAM005211,1354.67,20497,361,12,4698.42
2025-09-18,CAM005211,1404.97,21258,374,18,4872.87
2025-09-19,CAM005211,1199.82,18154,319,11,4161.36
2025-09-20,CAM005211,1605.46,24292,428,19,5568.24
2025-09-21,CAM005211,1146.49,17347,305,8,3976.4
2025-09-22,CAM005211,1309.8,19818,349,24,4542.81
2025-09-23,CAM005211,1836.08,27781,489,22,6368.1
2025-09-24,CAM005211,1167.59,17666,311,17,4049.56
2025-09-25,CAM005211,1078.64,16321,287,15,3741.07
2025-09-26,CAM005211,1535.1,23227,409,26,5324.22
2025-09-27,CAM005211,1420.0,21486,378,18,4925.02
2025-09-28,CAM005211,1215.42,18390,324,13,4215.48
2025-09-29,CAM005211,1258.71,19045,335,18,4365.59
2025-09-30,CAM005211,1581.06,23923,421,17,5483.63
2025-10-01,CAM005211,1863.97,28203,497,23,6464.84
2026-07-11,CAM004294,1887.15,52548,429,18,4118.13
2026-07-12,CAM004294,1167.06,32497,265,15,2546.77
2026-07-13,CAM004294,1996.5,55593,454,21,4356.77
2026-07-14,CAM004294,1746.17,48622,397,22,3810.5
2026-07-15,CAM004294,1260.51,35099,286,12,2750.69
2026-07-16,CAM004294,2019.56,56235,459,17,4407.09
2026-07-17,CAM004294,1827.12,50876,415,15,3987.14
2026-07-18,CAM004294,2080.53,57933,473,23,4540.14
2026-07-19,CAM004294,1372.06,38205,312,19,2994.11
2026-07-20,CAM004294,1487.52,41420,338,14,3246.07
2026-07-21,CAM004294,1793.45,49939,407,25,3913.67
2026-07-22,CAM004294,1406.16,39155,319,16,3068.53
2026-07-23,CAM004294,1877.22,52271,427,24,4096.47
2026-07-24,CAM004294,1784.82,49698,405,18,3894.83
2026-07-25,CAM004294,1606.12,44723,365,18,3504.87
2026-07-26,CAM004294,1529.45,42588,347,9,3337.58
2026-07-27,CAM004294,1880.13,52352,427,25,4102.82
2026-07-28,CAM004294,1074.06,29907,244,9,2343.81
2026-07-29,CAM004294,1950.06,54300,443,33,4255.42
2026-07-30,CAM004294,1730.11,48175,393,16,3775.46
2026-07-31,CAM004294,1661.05,46252,377,24,3624.74
2026-08-01,CAM004294,1718.13,47841,390,16,3749.31
2026-08-02,CAM004294,1775.14,49429,403,16,3873.72
2026-08-03,CAM004294,1821.49,50720,414,28,3974.85
2026-08-04,CAM004294,1895.98,52794,431,20,4137.41
2026-08-05,CAM004294,1676.58,46685,381,13,3658.64
2026-08-06,CAM004294,2120.69,59051,482,23,4627.77
2026-08-07,CAM004294,1714.33,47736,389,36,3741.02
2026-08-08,CAM004294,2075.45,57791,472,20,4529.06
2026-08-09,CAM004294,1795.27,49990,408,25,3917.65
2025-10-21,CAM002882,3139.54,89655,638,23,7738.63
2025-10-22,CAM002882,3688.68,105337,750,32,9092.2
2025-10-23,CAM002882,4464.17,127482,908,56,11003.69
2025-10-24,CAM002882,2806.56,80146,571,36,6917.86
2025-10-25,CAM002882,3422.27,97729,696,41,8435.53
2025-10-26,CAM002882,3719.84,106226,756,31,9168.99
2025-10-27,CAM002882,2698.55,77061,549,33,6651.62
2025-10-28,CAM002882,2870.45,81970,584,26,7075.34
2025-10-29,CAM002882,2535.52,72406,515,28,6249.78
2025-10-30,CAM002882,4636.35,132399,943,38,11428.11
2025-10-31,CAM002882,3084.12,88072,627,41,7602.03
2025-11-01,CAM002882,3639.25,103925,740,40,8970.35
2025-11-02,CAM002882,2989.86,85380,608,33,7369.68
2025-11-03,CAM002882,3238.03,92468,658,40,7981.4
2025-11-04,CAM002882,4262.57,121725,867,72,10506.77
2025-11-05,CAM002882,3774.7,107793,768,40,9304.23
2025-11-06,CAM002882,3494.79,99800,711,33,8614.26
2025-11-07,CAM002882,3596.97,102718,731,34,8866.14
2025-11-08,CAM002882,3824.38,109212,778,50,9426.69
2025-11-09,CAM002882,3023.44,86340,615,38,7452.46
2025-11-10,CAM002882,4374.61,124925,890,43,10782.94
2025-11-11,CAM002882,2199.05,62797,447,19,5420.41
2025-11-12,CAM002882,4357.04,124423,886,44,10739.64
2025-11-13,CAM002882,2752.57,78604,560,25,6784.78
2025-11-14,CAM002882,3976.97,113569,809,45,9802.79
2025-11-15,CAM002882,3525.14,100666,717,33,8689.07
2025-11-16,CAM002882,3419.02,97636,695,28,8427.51
2025-11-17,CAM002882,4643.51,132603,944,44,11445.74
2025-11-18,CAM002882,4288.03,122452,872,59,10569.52
2025-11-19,CAM002882,4104.39,117208,835,38,10116.87
2026-05-11,CAM006117,443.6,16644,331,16,1325.06
2026-05-12,CAM006117,341.53,12814,255,13,1020.17
2026-05-13,CAM006117,323.23,12128,241,15,965.51
2026-05-14,CAM006117,372.88,13991,278,14,1113.81
2026-05-15,CAM006117,433.04,16248,323,15,1293.52
2026-05-16,CAM006117,506.14,18991,378,17,1511.89
2026-05-17,CAM006117,535.79,20103,400,15,1600.44
2026-05-18,CAM006117,419.66,15746,313,23,1253.56
2026-05-19,CAM006117,334.99,12569,250,10,1000.64
2026-05-20,CAM006117,453.48,17015,339,17,1354.58
2026-05-21,CAM006117,438.91,16468,328,18,1311.06
2026-05-22,CAM006117,464.57,17431,347,21,1387.71
2026-05-23,CAM006117,488.55,18331,365,17,1459.34
2026-05-24,CAM006117,514.91,19320,385,28,1538.08
2026-05-25,CAM006117,398.47,14951,298,12,1190.27
2026-05-26,CAM006117,510.6,19158,381,18,1525.2
2026-05-27,CAM006117,264.98,9942,198,11,791.5
2026-05-28,CAM006117,367.64,13794,275,13,1098.17
2026-05-29,CAM006117,437.28,16407,327,16,1306.18
2026-05-30,CAM006117,518.72,19463,388,17,1549.47
2026-05-31,CAM006117,498.75,18714,373,17,1489.8
2026-06-01,CAM006117,460.11,17264,344,19,1374.39
2026-06-02,CAM006117,329.19,12351,246,15,983.3
2026-06-03,CAM006117,356.57,13379,266,15,1065.09
2026-06-04,CAM006117,427.16,16028,319,23,1275.97
2026-06-05,CAM006117,379.56,14241,283,13,1133.78
2026-06-06,CAM006117,434.91,16318,325,15,1299.11
2026-06-07,CAM006117,512.35,19224,383,13,1530.43
2026-06-08,CAM006117,321.49,12063,240,9,960.32
2026-06-09,CAM006117,479.99,18010,359,25,1433.78
2026-03-12,CAM001384,1082.52,25205,225,10,2484.46
2026-03-13,CAM001384,1120.96,26100,233,14,2572.7
2026-03-14,CAM001384,1010.07,23518,210,11,2318.18
2026-03-15,CAM001384,1477.76,34408,308,17,3391.57
2026-03-16,CAM001384,1148.08,26732,239,14,2634.94
2026-03-17,CAM001384,643.74,14988,134,7,1477.42
2026-03-18,CAM001384,969.83,22581,202,7,2225.83
2026-03-19,CAM001384,1224.36,28508,255,16,2810.0
2026-03-20,CAM001384,1075.4,25039,224,13,2468.11
2026-03-21,CAM001384,1678.57,39084,349,22,3852.45
2026-03-22,CAM001384,1687.89,39301,351,20,3873.84
2026-03-23,CAM001384,1122.17,26128,233,8,2575.47
2026-03-24,CAM001384,1052.29,24501,219,9,2415.08
2026-03-25,CAM001384,1706.37,39731,355,17,3916.24
2026-03-26,CAM001384,1132.94,26379,236,13,2600.19
2026-03-27,CAM001384,1115.05,25963,232,16,2559.12
2026-03-28,CAM001384,1073.54,24996,223,11,2463.85
